Census Tract 606-Franklin County-North Carolina,Census Tract 602-Franklin County-North Carolina,Census Tract 607-Franklin County-North Carolina,Census Tract 601-Franklin County-North Carolina,Census Tract 603.01-Franklin County-North Carolina,Census Tract 603.02-Franklin County-North Carolina,Census Tract 604.01-Franklin County-North Carolina,Census Tract 604.02-Franklin County-North Carolina,Census Tract 605.01-Franklin County-North Carolina,Census Tract 605.02-Franklin County-North Carolina,Census Tract 608.01-Franklin County-North Carolina,Census Tract 608.02-Franklin County-North Carolina,Census Tract 412.02-Johnston County-North Carolina,Census Tract 412.01-Johnston County-North Carolina,Census Tract 415.01-Johnston County-North Carolina,Census Tract 415.02-Johnston County-North Carolina,Census Tract 415.03-Johnston County-North Carolina,Census Tract 413-Johnston County-North Carolina,Census Tract 405-Johnston County-North Carolina,Census Tract 401-Johnston County-North Carolina,Census Tract 404-Johnston County-North Carolina,Census Tract 407-Johnston County-North Carolina,Census Tract 408-Johnston County-North Carolina,Census Tract 406-Johnston County-North Carolina,Census Tract 402.01-Johnston County-North Carolina,Census Tract 402.02-Johnston County-North Carolina,Census Tract 402.03-Johnston County-North Carolina,Census Tract 403.01-Johnston County-North Carolina,Census Tract 403.02-Johnston County-North Carolina,Census Tract 409.01-Johnston County-North Carolina,Census Tract 409.02-Johnston County-North Carolina,Census Tract 410.01-Johnston County-North Carolina,Census Tract 410.02-Johnston County-North Carolina,Census Tract 414-Johnston County-North Carolina,Census Tract 411.01-Johnston County-North Carolina,Census Tract 411.02-Johnston County-North Carolina,Census Tract 411.03-Johnston County-North Carolina,Census Tract 541.10-Wake County-North Carolina,Census Tract 541.11-Wake County-North Carolina,Census Tract 541.12-Wake County-North Carolina,Census Tract 506-Wake County-North Carolina,Census Tract 514-Wake County-North Carolina,Census Tract 521.02-Wake County-North Carolina,Census Tract 526.02-Wake County-North Carolina,Census Tract 528.02-Wake County-North Carolina,Census Tract 534.05-Wake County-North Carolina,Census Tract 535.06-Wake County-North Carolina,Census Tract 535.09-Wake County-North Carolina,Census Tract 537.11-Wake County-North Carolina,Census Tract 501-Wake County-North Carolina,Census Tract 510-Wake County-North Carolina,Census Tract 512-Wake County-North Carolina,Census Tract 525.03-Wake County-North Carolina,Census Tract 527.05-Wake County-North Carolina,Census Tract 528.03-Wake County-North Carolina,Census Tract 537.12-Wake County-North Carolina,Census Tract 543.01-Wake County-North Carolina,Census Tract 504-Wake County-North Carolina,Census Tract 509-Wake County-North Carolina,Census Tract 516-Wake County-North Carolina,Census Tract 520.01-Wake County-North Carolina,Census Tract 537.07-Wake County-North Carolina,Census Tract 537.09-Wake County-North Carolina,Census Tract 543.02-Wake County-North Carolina,Census Tract 544.02-Wake County-North Carolina,Census Tract 518-Wake County-North Carolina,Census Tract 524.04-Wake County-North Carolina,Census Tract 526.01-Wake County-North Carolina,Census Tract 505-Wake County-North Carolina,Census Tract 515.01-Wake County-North Carolina,Census Tract 524.06-Wake County-North Carolina,Census Tract 511.01-Wake County-North Carolina,Census Tract 524.07-Wake County-North Carolina,Census Tract 535.05-Wake County-North Carolina,Census Tract 515.02-Wake County-North Carolina,Census Tract 523.01-Wake County-North Carolina,Census Tract 523.02-Wake County-North Carolina,Census Tract 535.07-Wake County-North Carolina,Census Tract 537.13-Wake County-North Carolina,Census Tract 537.15-Wake County-North Carolina,Census Tract 537.16-Wake County-North Carolina,Census Tract 540.06-Wake County-North Carolina,Census Tract 540.07-Wake County-North Carolina,Census Tract 537.14-Wake County-North Carolina,Census Tract 541.06-Wake County-North Carolina,Census Tract 541.15-Wake County-North Carolina,Census Tract 541.13-Wake County-North Carolina,Census Tract 541.14-Wake County-North Carolina,Census Tract 542.03-Wake County-North Carolina,Census Tract 542.04-Wake County-North Carolina,Census Tract 542.05-Wake County-North Carolina,Census Tract 542.06-Wake County-North Carolina,Census Tract 542.07-Wake County-North Carolina,Census Tract 535.24-Wake County-North Carolina,Census Tract 535.25-Wake County-North Carolina,Census Tract 536.01-Wake County-North Carolina,Census Tract 536.02-Wake County-North Carolina,Census Tract 536.03-Wake County-North Carolina,Census Tract 536.04-Wake County-North Carolina,Census Tract 536.05-Wake County-North Carolina,Census Tract 536.06-Wake County-North Carolina,Census Tract 536.07-Wake County-North Carolina,Census Tract 536.08-Wake County-North Carolina,Census Tract 536.09-Wake County-North Carolina,Census Tract 536.10-Wake County-North Carolina,Census Tract 537.17-Wake County-North Carolina,Census Tract 537.18-Wake County-North Carolina,Census Tract 537.19-Wake County-North Carolina,Census Tract 537.20-Wake County-North Carolina,Census Tract 537.21-Wake County-North Carolina,Census Tract 537.24-Wake County-North Carolina,Census Tract 537.25-Wake County-North Carolina,Census Tract 537.26-Wake County-North Carolina,Census Tract 538.03-Wake County-North Carolina,Census Tract 538.04-Wake County-North Carolina,Census Tract 538.05-Wake County-North Carolina,Census Tract 538.06-Wake County-North Carolina,Census Tract 538.07-Wake County-North Carolina,Census Tract 540.11-Wake County-North Carolina,Census Tract 540.04-Wake County-North Carolina,Census Tract 503-Wake County-North Carolina,Census Tract 541.04-Wake County-North Carolina,Census Tract 521.01-Wake County-North Carolina,Census Tract 535.12-Wake County-North Carolina,Census Tract 539-Wake County-North Carolina,Census Tract 525.04-Wake County-North Carolina,Census Tract 519-Wake County-North Carolina,Census Tract 520.02-Wake County-North Carolina,Census Tract 527.04-Wake County-North Carolina,Census Tract 528.01-Wake County-North Carolina,Census Tract 540.01-Wake County-North Carolina,Census Tract 540.08-Wake County-North Carolina,Census Tract 541.09-Wake County-North Carolina,Census Tract 507-Wake County-North Carolina,Census Tract 526.03-Wake County-North Carolina,Census Tract 541.05-Wake County-North Carolina,Census Tract 524.08-Wake County-North Carolina,Census Tract 511.02-Wake County-North Carolina,Census Tract 524.09-Wake County-North Carolina,Census Tract 525.05-Wake County-North Carolina,Census Tract 527.06-Wake County-North Carolina,Census Tract 527.07-Wake County-North Carolina,Census Tract 528.06-Wake County-North Carolina,Census Tract 528.07-Wake County-North Carolina,Census Tract 528.08-Wake County-North Carolina,Census Tract 525.06-Wake County-North Carolina,Census Tract 529.01-Wake County-North Carolina,Census Tract 525.07-Wake County-North Carolina,Census Tract 528.09-Wake County-North Carolina,Census Tract 529.02-Wake County-North Carolina,Census Tract 529.03-Wake County-North Carolina,Census Tract 529.04-Wake County-North Carolina,Census Tract 530.03-Wake County-North Carolina,Census Tract 530.04-Wake County-North Carolina,Census Tract 530.05-Wake County-North Carolina,Census Tract 530.06-Wake County-North Carolina,Census Tract 530.07-Wake County-North Carolina,Census Tract 530.08-Wake County-North Carolina,Census Tract 530.09-Wake County-North Carolina,Census Tract 531.05-Wake County-North Carolina,Census Tract 531.06-Wake County-North Carolina,Census Tract 531.07-Wake County-North Carolina,Census Tract 541.08-Wake County-North Carolina,Census Tract 508-Wake County-North Carolina,Census Tract 517-Wake County-North Carolina,Census Tract 524.01-Wake County-North Carolina,Census Tract 527.01-Wake County-North Carolina,Census Tract 535.13-Wake County-North Carolina,Census Tract 531.09-Wake County-North Carolina,Census Tract 531.10-Wake County-North Carolina,Census Tract 531.11-Wake County-North Carolina,Census Tract 532.01-Wake County-North Carolina,Census Tract 532.02-Wake County-North Carolina,Census Tract 532.03-Wake County-North Carolina,Census Tract 532.04-Wake County-North Carolina,Census Tract 532.05-Wake County-North Carolina,Census Tract 532.06-Wake County-North Carolina,Census Tract 532.07-Wake County-North Carolina,Census Tract 534.10-Wake County-North Carolina,Census Tract 534.11-Wake County-North Carolina,Census Tract 534.13-Wake County-North Carolina,Census Tract 534.14-Wake County-North Carolina,Census Tract 534.15-Wake County-North Carolina,Census Tract 534.08-Wake County-North Carolina,Census Tract 534.09-Wake County-North Carolina,Census Tract 534.12-Wake County-North Carolina,Census Tract 534.16-Wake County-North Carolina,Census Tract 534.17-Wake County-North Carolina,Census Tract 534.18-Wake County-North Carolina,Census Tract 534.19-Wake County-North Carolina,Census Tract 534.20-Wake County-North Carolina,Census Tract 534.21-Wake County-North Carolina,Census Tract 534.22-Wake County-North Carolina,Census Tract 534.23-Wake County-North Carolina,Census Tract 534.24-Wake County-North Carolina,Census Tract 534.25-Wake County-North Carolina,Census Tract 535.16-Wake County-North Carolina,Census Tract 535.17-Wake County-North Carolina,Census Tract 537.22-Wake County-North Carolina,Census Tract 537.23-Wake County-North Carolina,Census Tract 538.08-Wake County-North Carolina,Census Tract 540.15-Wake County-North Carolina,Census Tract 540.12-Wake County-North Carolina,Census Tract 540.13-Wake County-North Carolina,Census Tract 540.14-Wake County-North Carolina,Census Tract 540.16-Wake County-North Carolina,Census Tract 540.17-Wake County-North Carolina,Census Tract 540.18-Wake County-North Carolina,Census Tract 535.18-Wake County-North Carolina,Census Tract 535.19-Wake County-North Carolina,Census Tract 535.20-Wake County-North Carolina,Census Tract 535.21-Wake County-North Carolina,Census Tract 535.22-Wake County-North Carolina,Census Tract 535.23-Wake County-North Carolina,Census Tract 542.08-Wake County-North Carolina,Census Tract 542.09-Wake County-North Carolina,Census Tract 542.10-Wake County-North Carolina,Census Tract 542.11-Wake County-North Carolina,Census Tract 544.03-Wake County-North Carolina,Census Tract 544.04-Wake County-North Carolina,Census Tract 545-Wake County-North Carolina,Census Tract 531.08-Wake County-North Carolina
8871,2102,5517,2337,3965,1030,1393,2286,9063,10310,2182,3284,2777,2831,6793,8235,7108,5144,4777,4375,3040,2587,3325,1111,4044,5795,23318,2226,2729,11548,6691,7850,9524,4651,8419,15685,16817,14989,2293,3935,3049,8141,5581,7195,5950,8587,8811,10234,9678,7399,4228,7304,12146,5248,10974,4361,7808,3127,1841,10316,1238,10255,11823,6873,7611,7935,6578,6448,5811,7296,8963,1342,5271,5740,4274,9151,11916,4666,4711,6024,5381,3693,6220,6944,9014,10165,3893,7484,6551,6982,6410,8325,16599,6198,5143,27909,12384,8051,9593,5107,4314,17084,13246,1325,22746,6409,6146,8340,7714,7695,12342,8414,3768,7334,5894,3622,5127,7667,4649,5430,5365,14438,7752,12587,15710,10911,4079,2484,4174,8437,4670,7903,4112,2446,6111,18452,3019,1579,4753,8608,3852,7344,18179,6985,13492,4252,3410,4712,2239,7008,3852,9372,10246,5559,9723,5612,5493,13846,9254,4663,3472,11954,6783,1036,7798,8305,7703,5826,12750,7679,7553,21256,8006,15521,5965,7019,6541,18666,13530,25942,14563,17621,7336,8222,13342,15048,12329,6439,12111,5608,12018,10501,5032,3244,8448,6186,3968,4288,7098,4178,10238,4973,6449,23005,17005,10461,3851,3755,5836,5503,8482,7176,13089,10399,13181,20028,15060,22895,3054,6563,12726,10431
19975,7324,13029,9321,12456,5185,5692,9652,18193,20666,7869,10557,10079,8725,15854,18209,17024,13192,12912,13442,9177,8130,8697,6926,11933,14312,45883,9401,10637,25589,16259,18913,19872,13452,18168,32066,35021,27011,5832,9867,8206,14584,14000,13193,13911,14561,15658,17091,15898,13113,7750,13769,20555,12011,25269,7659,15468,6089,6727,16407,7871,18734,20113,16503,15087,13719,12859,10808,10489,11624,18298,10404,11188,10246,7260,17179,24317,10157,9432,10314,11008,8173,11910,12296,18604,20850,9343,14771,11134,13586,13827,15634,27780,10925,8783,44087,20289,13378,15562,8475,7607,28807,21112,2898,36918,11627,10754,13677,12947,12644,20008,14720,7700,12057,10370,6311,8842,12802,8157,12236,9707,28422,18915,20454,26791,18953,11523,11364,12377,16051,11272,17256,8713,7083,9563,34791,8148,10450,10935,15334,10459,15905,39416,14680,27190,7795,7104,8993,6404,14665,7640,18663,17402,9329,15933,9681,9362,23814,18549,10182,7908,24114,16266,7486,12268,16432,15379,11807,23739,15304,15108,36045,13487,26346,12420,12612,12848,31454,21441,40849,24283,29331,12474,13598,21431,24367,21092,11919,20706,9684,21215,17715,8221,6084,14293,10145,8656,11166,13191,8611,16822,10790,11317,38402,32914,17788,7565,8307,10422,12142,15987,11703,21369,17556,23862,34586,28102,38813,7930,14761,26072,20411
9200,3704,6391,4744,6123,2702,2774,4984,7598,8933,4101,5105,5241,4153,7603,8365,8363,6501,6673,7209,4422,3901,3807,3821,6360,7060,19761,4899,5573,11817,7894,9273,8918,7159,8117,14095,15881,10609,2481,4410,3644,4937,6960,4699,6538,4723,5504,5375,4975,4251,2576,4805,7085,4960,12074,2625,6381,2045,3193,4908,4323,7089,6892,7998,6305,4563,4736,3410,3689,3498,7507,5363,4291,3577,2101,6438,9657,4143,3519,3483,4216,3314,4331,4347,8017,8962,3894,6271,3561,5199,5764,6323,9565,3728,2947,13565,6510,4194,4341,2524,2568,9873,6477,1005,12071,3994,3627,4278,3973,3757,6540,4994,2936,3646,3402,1853,2982,3986,2834,5043,3350,12003,9240,6672,9283,6774,5215,5931,6420,6512,4734,7475,3574,3142,2865,13895,3586,4977,4286,5296,4751,7239,18085,6558,11485,2677,2796,3223,3068,5999,2930,7801,5763,2936,4773,3123,3018,8492,7774,4346,3323,10561,7913,4090,3360,5891,6389,4564,9478,6071,5977,12450,4315,9166,5093,4450,5130,10934,6250,11913,8189,9996,4002,4163,6701,7685,7311,4316,7389,3142,7863,5737,2496,2039,4613,3103,3448,5097,4837,3401,5113,4320,3860,13315,13810,6200,2807,3198,3700,4895,6206,3694,6983,5646,9073,12559,11313,13997,3520,6860,10773,8550
