Census Tract 101-Barry County-Michigan,Census Tract 102-Barry County-Michigan,Census Tract 103.01-Barry County-Michigan,Census Tract 103.02-Barry County-Michigan,Census Tract 104.01-Barry County-Michigan,Census Tract 104.03-Barry County-Michigan,Census Tract 104.04-Barry County-Michigan,Census Tract 105-Barry County-Michigan,Census Tract 106.01-Barry County-Michigan,Census Tract 106.02-Barry County-Michigan,Census Tract 107-Barry County-Michigan,Census Tract 108-Barry County-Michigan,Census Tract 113.01-Barry County-Michigan,Census Tract 113.02-Barry County-Michigan,Census Tract 114.01-Barry County-Michigan,Census Tract 114.02-Barry County-Michigan,Census Tract 301.01-Ionia County-Michigan,Census Tract 301.02-Ionia County-Michigan,Census Tract 302-Ionia County-Michigan,Census Tract 303-Ionia County-Michigan,Census Tract 304.01-Ionia County-Michigan,Census Tract 304.02-Ionia County-Michigan,Census Tract 312-Ionia County-Michigan,Census Tract 313.01-Ionia County-Michigan,Census Tract 313.02-Ionia County-Michigan,Census Tract 314-Ionia County-Michigan,Census Tract 315-Ionia County-Michigan,Census Tract 316-Ionia County-Michigan,Census Tract 317-Ionia County-Michigan,Census Tract 319-Ionia County-Michigan,Census Tract 321-Ionia County-Michigan,Census Tract 1-Kent County-Michigan,Census Tract 2-Kent County-Michigan,Census Tract 3-Kent County-Michigan,Census Tract 4-Kent County-Michigan,Census Tract 5-Kent County-Michigan,Census Tract 6-Kent County-Michigan,Census Tract 7-Kent County-Michigan,Census Tract 8-Kent County-Michigan,Census Tract 9-Kent County-Michigan,Census Tract 10-Kent County-Michigan,Census Tract 11.02-Kent County-Michigan,Census Tract 11.03-Kent County-Michigan,Census Tract 11.04-Kent County-Michigan,Census Tract 12-Kent County-Michigan,Census Tract 13-Kent County-Michigan,Census Tract 14-Kent County-Michigan,Census Tract 15-Kent County-Michigan,Census Tract 16-Kent County-Michigan,Census Tract 17-Kent County-Michigan,Census Tract 18.01-Kent County-Michigan,Census Tract 18.02-Kent County-Michigan,Census Tract 19-Kent County-Michigan,Census Tract 20-Kent County-Michigan,Census Tract 21-Kent County-Michigan,Census Tract 22-Kent County-Michigan,Census Tract 23-Kent County-Michigan,Census Tract 24-Kent County-Michigan,Census Tract 25-Kent County-Michigan,Census Tract 26-Kent County-Michigan,Census Tract 27-Kent County-Michigan,Census Tract 28-Kent County-Michigan,Census Tract 29-Kent County-Michigan,Census Tract 30-Kent County-Michigan,Census Tract 31-Kent County-Michigan,Census Tract 32-Kent County-Michigan,Census Tract 33-Kent County-Michigan,Census Tract 34-Kent County-Michigan,Census Tract 35-Kent County-Michigan,Census Tract 36-Kent County-Michigan,Census Tract 37-Kent County-Michigan,Census Tract 38-Kent County-Michigan,Census Tract 39-Kent County-Michigan,Census Tract 40-Kent County-Michigan,Census Tract 41-Kent County-Michigan,Census Tract 42-Kent County-Michigan,Census Tract 43-Kent County-Michigan,Census Tract 44-Kent County-Michigan,Census Tract 45.01-Kent County-Michigan,Census Tract 45.02-Kent County-Michigan,Census Tract 46-Kent County-Michigan,Census Tract 101.01-Kent County-Michigan,Census Tract 101.02-Kent County-Michigan,Census Tract 102-Kent County-Michigan,Census Tract 103.01-Kent County-Michigan,Census Tract 103.02-Kent County-Michigan,Census Tract 104.01-Kent County-Michigan,Census Tract 104.02-Kent County-Michigan,Census Tract 106.01-Kent County-Michigan,Census Tract 106.02-Kent County-Michigan,Census Tract 107-Kent County-Michigan,Census Tract 108.02-Kent County-Michigan,Census Tract 108.03-Kent County-Michigan,Census Tract 108.04-Kent County-Michigan,Census Tract 109.02-Kent County-Michigan,Census Tract 109.03-Kent County-Michigan,Census Tract 109.04-Kent County-Michigan,Census Tract 110.01-Kent County-Michigan,Census Tract 110.02-Kent County-Michigan,Census Tract 111.01-Kent County-Michigan,Census Tract 111.02-Kent County-Michigan,Census Tract 112-Kent County-Michigan,Census Tract 113.01-Kent County-Michigan,Census Tract 113.02-Kent County-Michigan,Census Tract 114.01-Kent County-Michigan,Census Tract 114.03-Kent County-Michigan,Census Tract 114.05-Kent County-Michigan,Census Tract 114.06-Kent County-Michigan,Census Tract 115.01-Kent County-Michigan,Census Tract 115.02-Kent County-Michigan,Census Tract 116.01-Kent County-Michigan,Census Tract 116.02-Kent County-Michigan,Census Tract 117.01-Kent County-Michigan,Census Tract 117.02-Kent County-Michigan,Census Tract 118.01-Kent County-Michigan,Census Tract 118.03-Kent County-Michigan,Census Tract 118.04-Kent County-Michigan,Census Tract 119.01-Kent County-Michigan,Census Tract 119.02-Kent County-Michigan,Census Tract 120.02-Kent County-Michigan,Census Tract 120.03-Kent County-Michigan,Census Tract 120.04-Kent County-Michigan,Census Tract 122.01-Kent County-Michigan,Census Tract 122.02-Kent County-Michigan,Census Tract 122.03-Kent County-Michigan,Census Tract 123-Kent County-Michigan,Census Tract 124-Kent County-Michigan,Census Tract 125-Kent County-Michigan,Census Tract 126.04-Kent County-Michigan,Census Tract 126.05-Kent County-Michigan,Census Tract 126.08-Kent County-Michigan,Census Tract 126.09-Kent County-Michigan,Census Tract 126.10-Kent County-Michigan,Census Tract 126.11-Kent County-Michigan,Census Tract 126.12-Kent County-Michigan,Census Tract 127.02-Kent County-Michigan,Census Tract 127.03-Kent County-Michigan,Census Tract 127.04-Kent County-Michigan,Census Tract 127.05-Kent County-Michigan,Census Tract 128-Kent County-Michigan,Census Tract 129.01-Kent County-Michigan,Census Tract 129.02-Kent County-Michigan,Census Tract 130-Kent County-Michigan,Census Tract 131-Kent County-Michigan,Census Tract 132-Kent County-Michigan,Census Tract 133-Kent County-Michigan,Census Tract 134-Kent County-Michigan,Census Tract 135-Kent County-Michigan,Census Tract 136-Kent County-Michigan,Census Tract 137-Kent County-Michigan,Census Tract 138.01-Kent County-Michigan,Census Tract 138.03-Kent County-Michigan,Census Tract 138.04-Kent County-Michigan,Census Tract 139-Kent County-Michigan,Census Tract 140-Kent County-Michigan,Census Tract 141-Kent County-Michigan,Census Tract 142-Kent County-Michigan,Census Tract 143-Kent County-Michigan,Census Tract 145.03-Kent County-Michigan,Census Tract 145.04-Kent County-Michigan,Census Tract 145.05-Kent County-Michigan,Census Tract 145.06-Kent County-Michigan,Census Tract 146.03-Kent County-Michigan,Census Tract 146.04-Kent County-Michigan,Census Tract 146.05-Kent County-Michigan,Census Tract 146.06-Kent County-Michigan,Census Tract 147.01-Kent County-Michigan,Census Tract 147.03-Kent County-Michigan,Census Tract 147.04-Kent County-Michigan,Census Tract 148.03-Kent County-Michigan,Census Tract 148.05-Kent County-Michigan,Census Tract 148.06-Kent County-Michigan,Census Tract 148.08-Kent County-Michigan,Census Tract 148.09-Kent County-Michigan,Census Tract 148.10-Kent County-Michigan,Census Tract 148.11-Kent County-Michigan,Census Tract 9701-Montcalm County-Michigan,Census Tract 9702-Montcalm County-Michigan,Census Tract 9703-Montcalm County-Michigan,Census Tract 9704-Montcalm County-Michigan,Census Tract 9705.01-Montcalm County-Michigan,Census Tract 9705.02-Montcalm County-Michigan,Census Tract 9706-Montcalm County-Michigan,Census Tract 9707-Montcalm County-Michigan,Census Tract 9708-Montcalm County-Michigan,Census Tract 9709-Montcalm County-Michigan,Census Tract 9710-Montcalm County-Michigan,Census Tract 9711-Montcalm County-Michigan,Census Tract 9712-Montcalm County-Michigan,Census Tract 9713-Montcalm County-Michigan,Census Tract 201-Ottawa County-Michigan,Census Tract 202-Ottawa County-Michigan,Census Tract 204-Ottawa County-Michigan,Census Tract 205.01-Ottawa County-Michigan,Census Tract 205.03-Ottawa County-Michigan,Census Tract 205.04-Ottawa County-Michigan,Census Tract 206-Ottawa County-Michigan,Census Tract 209-Ottawa County-Michigan,Census Tract 210-Ottawa County-Michigan,Census Tract 211-Ottawa County-Michigan,Census Tract 212.01-Ottawa County-Michigan,Census Tract 212.03-Ottawa County-Michigan,Census Tract 212.04-Ottawa County-Michigan,Census Tract 213.01-Ottawa County-Michigan,Census Tract 213.03-Ottawa County-Michigan,Census Tract 213.04-Ottawa County-Michigan,Census Tract 214.01-Ottawa County-Michigan,Census Tract 214.02-Ottawa County-Michigan,Census Tract 215.01-Ottawa County-Michigan,Census Tract 215.02-Ottawa County-Michigan,Census Tract 216.03-Ottawa County-Michigan,Census Tract 216.04-Ottawa County-Michigan,Census Tract 216.05-Ottawa County-Michigan,Census Tract 216.06-Ottawa County-Michigan,Census Tract 217-Ottawa County-Michigan,Census Tract 218.01-Ottawa County-Michigan,Census Tract 218.02-Ottawa County-Michigan,Census Tract 219.01-Ottawa County-Michigan,Census Tract 219.03-Ottawa County-Michigan,Census Tract 219.04-Ottawa County-Michigan,Census Tract 220.01-Ottawa County-Michigan,Census Tract 220.02-Ottawa County-Michigan,Census Tract 221.03-Ottawa County-Michigan,Census Tract 221.05-Ottawa County-Michigan,Census Tract 221.06-Ottawa County-Michigan,Census Tract 221.07-Ottawa County-Michigan,Census Tract 221.08-Ottawa County-Michigan,Census Tract 222.06-Ottawa County-Michigan,Census Tract 222.07-Ottawa County-Michigan,Census Tract 222.08-Ottawa County-Michigan,Census Tract 226-Ottawa County-Michigan,Census Tract 229-Ottawa County-Michigan,Census Tract 230.01-Ottawa County-Michigan,Census Tract 230.03-Ottawa County-Michigan,Census Tract 230.04-Ottawa County-Michigan,Census Tract 231.01-Ottawa County-Michigan,Census Tract 231.02-Ottawa County-Michigan,Census Tract 232-Ottawa County-Michigan,Census Tract 235-Ottawa County-Michigan,Census Tract 236-Ottawa County-Michigan,Census Tract 243-Ottawa County-Michigan,Census Tract 244.01-Ottawa County-Michigan,Census Tract 244.02-Ottawa County-Michigan,Census Tract 245.01-Ottawa County-Michigan,Census Tract 245.02-Ottawa County-Michigan,Census Tract 246-Ottawa County-Michigan,Census Tract 249.01-Ottawa County-Michigan,Census Tract 249.02-Ottawa County-Michigan,Census Tract 251.01-Ottawa County-Michigan,Census Tract 251.02-Ottawa County-Michigan,Census Tract 252-Ottawa County-Michigan,Census Tract 255-Ottawa County-Michigan,Census Tract 257-Ottawa County-Michigan,Census Tract 258-Ottawa County-Michigan
6806,8057,4943,7834,4262,4730,2075,4332,5046,3832,5967,4385,5477,4332,3952,4096,3230,4850,3572,3016,4536,3831,7031,6527,4219,7734,6914,7036,5758,7835,2120,2608,2380,7129,4277,5551,6483,3741,2852,3968,6217,5316,5848,1993,4127,3482,3219,4260,7051,6025,5871,2413,8155,2773,3412,7026,5770,4139,6411,3781,4237,1561,1941,2310,4733,6059,5939,7246,6012,1872,4972,4842,2915,3581,8081,5552,5721,10007,6921,4514,7122,7477,3231,5161,6890,8070,7148,5151,6478,12925,7586,8387,10056,3179,5370,11494,10667,6503,6104,5993,7989,5205,5966,9211,2837,4058,4697,5868,1706,7443,6128,4194,7508,5801,13718,7596,7161,12710,11607,8786,10897,6205,11247,12571,7914,5543,6920,8536,11028,5355,5259,3315,3035,2193,3485,6602,8297,2502,4426,5975,6136,6001,4142,7499,9863,6048,6663,5409,2722,9248,1359,3449,5141,7795,8748,2030,4099,3600,9578,8035,5871,3660,7337,6505,9011,7585,6162,5936,4469,6643,11192,10436,2696,7739,8166,4846,5233,3776,3847,3985,5432,4628,6819,6552,5359,3475,8787,6380,6823,7096,7181,6055,6243,4002,5003,3705,4457,5682,7569,7083,8638,4892,3705,5365,3232,9280,4637,7354,7415,4550,5738,10566,6307,6999,7889,5414,7697,7169,6212,5085,7861,5795,1996,7827,5771,1889,9962,6566,5516,5831,2984,8752,11290,7169,5415,6867,8649,3338,8184,4123,8121,7202,7533,6119,5322,10477,6080,4440,4712,4463,7374,5778,5951,7505
13510,14861,9713,14034,8371,8780,4254,8267,9303,7409,11643,8626,11258,8865,7403,8029,6758,9610,7683,6749,9061,7595,13685,12703,8263,14336,13184,13677,12239,15599,4687,5611,4958,13086,8221,10255,11614,7681,6141,8103,11872,9929,11302,4351,8327,7524,6497,8644,13956,11280,10726,4805,14830,5953,7086,12565,10120,7843,11274,8617,8537,3756,4003,4919,9874,12725,10554,12799,12196,4699,10695,11491,7417,8541,14547,10200,10402,18513,12529,8920,13970,14235,6563,10551,13556,15151,13385,10237,11775,22488,13492,15460,17416,6464,10041,19903,18411,11428,10950,11446,14180,10176,11219,16561,5632,7918,8951,11778,3760,14143,11021,8096,14371,10849,22957,12769,12707,20512,19417,16038,19415,11965,18838,20474,13789,9305,11274,13680,19227,9501,10129,6998,6312,4692,7473,11717,15951,5741,9054,11415,12376,11681,8220,13976,17781,12751,13117,11412,6184,18305,3210,7500,10520,15075,17587,4740,8946,7740,16977,14660,11440,7016,12724,12046,16469,13421,13088,12501,8939,12142,19453,17699,5417,14501,14650,8933,10561,8124,7865,8260,10862,9091,13521,13205,10876,7382,17303,12871,13574,14002,13587,11817,11649,7614,9174,7454,8458,10857,13846,12847,15639,9286,7625,10137,6232,15965,8928,13315,13655,8853,10966,19263,11187,13546,14150,10189,14016,13316,11139,8906,15383,10369,3726,14244,10179,3687,16981,12002,10837,12298,5840,16619,20112,12645,9972,12644,16300,6571,14019,7490,14981,13941,13809,11915,10559,18034,11441,8582,9528,8547,14151,10684,11560,13958
5684,5800,3866,5298,3375,3469,1688,3382,3630,2932,4811,3477,4717,3730,2781,3372,2821,3900,3165,2904,3681,3074,5490,5029,3332,5570,5348,5757,5247,6501,1939,2355,2096,5352,3291,3968,4557,3202,2641,3310,4805,4032,4742,1887,3378,3169,2477,3525,5788,4602,4252,1937,5928,2481,2983,5014,3898,2995,4437,3635,3445,1619,1537,1950,4058,5517,3978,4930,5213,2170,4611,5010,3492,3891,5544,4018,4152,7455,4909,3668,5929,5708,2678,4425,5474,5922,5176,4250,4449,8369,5218,6116,6412,2499,3821,7460,6883,4393,4304,4483,5344,4193,4534,6523,2192,3141,3542,5177,1566,5798,4357,3285,5817,4326,8590,4602,5019,7308,7035,6096,7431,4859,7025,7255,5224,3371,3956,4817,7190,3473,4388,2932,2503,1934,3300,4468,6279,2536,3742,4523,5220,4916,3423,5662,6958,5367,5346,5027,2557,7415,1385,3224,4364,6103,7339,1926,3817,3239,6360,5674,4766,2735,4629,4910,6260,5072,5564,5297,3520,4502,7278,6657,2173,5860,5487,3392,4411,3626,3283,3459,4447,3708,5577,5641,4748,3134,7316,5401,5761,5916,5345,4764,4531,3078,3598,3152,3377,4464,5549,5119,5967,3759,3177,3856,2347,5956,3518,5221,5510,3544,4354,7480,4173,5637,5265,4035,5317,5172,4259,3266,6133,4013,1385,5557,3743,1451,6485,4620,4363,5285,2196,6604,7573,4626,3828,4756,6627,2506,5111,2717,5720,5534,5241,5186,5178,6603,4533,3569,3967,3483,5737,4177,4925,5482
