Census Tract 1134.08-Salt Lake County-Utah,Census Tract 1129.05-Salt Lake County-Utah,Census Tract 1129.07-Salt Lake County-Utah,Census Tract 1129.17-Salt Lake County-Utah,Census Tract 1106-Salt Lake County-Utah,Census Tract 1107.01-Salt Lake County-Utah,Census Tract 1113.04-Salt Lake County-Utah,Census Tract 1126.14-Salt Lake County-Utah,Census Tract 1129.16-Salt Lake County-Utah,Census Tract 1131.02-Salt Lake County-Utah,Census Tract 1134.09-Salt Lake County-Utah,Census Tract 1134.10-Salt Lake County-Utah,Census Tract 1138.01-Salt Lake County-Utah,Census Tract 1139.05-Salt Lake County-Utah,Census Tract 1135.11-Salt Lake County-Utah,Census Tract 1133.05-Salt Lake County-Utah,Census Tract 1134.12-Salt Lake County-Utah,Census Tract 1135.12-Salt Lake County-Utah,Census Tract 1135.15-Salt Lake County-Utah,Census Tract 1135.21-Salt Lake County-Utah,Census Tract 1119.03-Salt Lake County-Utah,Census Tract 1136-Salt Lake County-Utah,Census Tract 1139.03-Salt Lake County-Utah,Census Tract 1025-Salt Lake County-Utah,Census Tract 1119.04-Salt Lake County-Utah,Census Tract 1119.05-Salt Lake County-Utah,Census Tract 1119.06-Salt Lake County-Utah,Census Tract 1120.01-Salt Lake County-Utah,Census Tract 1120.02-Salt Lake County-Utah,Census Tract 1124.03-Salt Lake County-Utah,Census Tract 1124.04-Salt Lake County-Utah,Census Tract 1126.18-Salt Lake County-Utah,Census Tract 1126.19-Salt Lake County-Utah,Census Tract 1128.16-Salt Lake County-Utah,Census Tract 1128.17-Salt Lake County-Utah,Census Tract 1128.19-Salt Lake County-Utah,Census Tract 1128.20-Salt Lake County-Utah,Census Tract 1128.21-Salt Lake County-Utah,Census Tract 1128.22-Salt Lake County-Utah,Census Tract 1128.23-Salt Lake County-Utah,Census Tract 1126.17-Salt Lake County-Utah,Census Tract 1128.14-Salt Lake County-Utah,Census Tract 1128.15-Salt Lake County-Utah,Census Tract 1129.13-Salt Lake County-Utah,Census Tract 1130.17-Salt Lake County-Utah,Census Tract 1135.22-Salt Lake County-Utah,Census Tract 1135.25-Salt Lake County-Utah,Census Tract 1135.27-Salt Lake County-Utah,Census Tract 1130.10-Salt Lake County-Utah,Census Tract 1122.02-Salt Lake County-Utah,Census Tract 1123.01-Salt Lake County-Utah,Census Tract 1140-Salt Lake County-Utah,Census Tract 1141-Salt Lake County-Utah,Census Tract 1142-Salt Lake County-Utah,Census Tract 1143-Salt Lake County-Utah,Census Tract 1145-Salt Lake County-Utah,Census Tract 1146-Salt Lake County-Utah,Census Tract 1147-Salt Lake County-Utah,Census Tract 1148-Salt Lake County-Utah,Census Tract 1151.06-Salt Lake County-Utah,Census Tract 1152.09-Salt Lake County-Utah,Census Tract 1135.13-Salt Lake County-Utah,Census Tract 1135.05-Salt Lake County-Utah,Census Tract 1135.10-Salt Lake County-Utah,Census Tract 1135.23-Salt Lake County-Utah,Census Tract 1139.04-Salt Lake County-Utah,Census Tract 1006-Salt Lake County-Utah,Census Tract 1014-Salt Lake County-Utah,Census Tract 1017-Salt Lake County-Utah,Census Tract 1038-Salt Lake County-Utah,Census Tract 1102-Salt Lake County-Utah,Census Tract 1103-Salt Lake County-Utah,Census Tract 1112.02-Salt Lake County-Utah,Census Tract 1113.06-Salt Lake County-Utah,Census Tract 1125.01-Salt Lake County-Utah,Census Tract 1126.10-Salt Lake County-Utah,Census Tract 1126.12-Salt Lake County-Utah,Census Tract 1126.16-Salt Lake County-Utah,Census Tract 1129.04-Salt Lake County-Utah,Census Tract 1101.03-Salt Lake County-Utah,Census Tract 1133.06-Salt Lake County-Utah,Census Tract 1135.20-Salt Lake County-Utah,Census Tract 1126.13-Salt Lake County-Utah,Census Tract 1128.10-Salt Lake County-Utah,Census Tract 1129.12-Salt Lake County-Utah,Census Tract 1008-Salt Lake County-Utah,Census Tract 1010-Salt Lake County-Utah,Census Tract 1012-Salt Lake County-Utah,Census Tract 1028.01-Salt Lake County-Utah,Census Tract 1032-Salt Lake County-Utah,Census Tract 1034-Salt Lake County-Utah,Census Tract 1042-Salt Lake County-Utah,Census Tract 1107.02-Salt Lake County-Utah,Census Tract 1113.02-Salt Lake County-Utah,Census Tract 1121-Salt Lake County-Utah,Census Tract 1125.03-Salt Lake County-Utah,Census Tract 1126.09-Salt Lake County-Utah,Census Tract 1128.12-Salt Lake County-Utah,Census Tract 1129.14-Salt Lake County-Utah,Census Tract 1130.07-Salt Lake County-Utah,Census Tract 1134.11-Salt Lake County-Utah,Census Tract 1135.28-Salt Lake County-Utah,Census Tract 1135.32-Salt Lake County-Utah,Census Tract 1138.03-Salt Lake County-Utah,Census Tract 1018-Salt Lake County-Utah,Census Tract 1033-Salt Lake County-Utah,Census Tract 1047-Salt Lake County-Utah,Census Tract 1108-Salt Lake County-Utah,Census Tract 1109-Salt Lake County-Utah,Census Tract 1122.01-Salt Lake County-Utah,Census Tract 1002-Salt Lake County-Utah,Census Tract 1015-Salt Lake County-Utah,Census Tract 1021-Salt Lake County-Utah,Census Tract 1029-Salt Lake County-Utah,Census Tract 1030-Salt Lake County-Utah,Census Tract 1035-Salt Lake County-Utah,Census Tract 1040-Salt Lake County-Utah,Census Tract 1043-Salt Lake County-Utah,Census Tract 1110.01-Salt Lake County-Utah,Census Tract 1124.02-Salt Lake County-Utah,Census Tract 1126.04-Salt Lake County-Utah,Census Tract 1126.15-Salt Lake County-Utah,Census Tract 1127-Salt Lake County-Utah,Census Tract 1129.18-Salt Lake County-Utah,Census Tract 1130.11-Salt Lake County-Utah,Census Tract 1130.14-Salt Lake County-Utah,Census Tract 1131.01-Salt Lake County-Utah,Census Tract 1134.06-Salt Lake County-Utah,Census Tract 1110.02-Salt Lake County-Utah,Census Tract 1135.26-Salt Lake County-Utah,Census Tract 1020-Salt Lake County-Utah,Census Tract 1049-Salt Lake County-Utah,Census Tract 1115-Salt Lake County-Utah,Census Tract 1128.04-Salt Lake County-Utah,Census Tract 1130.12-Salt Lake County-Utah,Census Tract 1134.13-Salt Lake County-Utah,Census Tract 1031-Salt Lake County-Utah,Census Tract 1111.03-Salt Lake County-Utah,Census Tract 1128.05-Salt Lake County-Utah,Census Tract 1135.14-Salt Lake County-Utah,Census Tract 1003.07-Salt Lake County-Utah,Census Tract 1003.08-Salt Lake County-Utah,Census Tract 1105-Salt Lake County-Utah,Census Tract 1114-Salt Lake County-Utah,Census Tract 1126.05-Salt Lake County-Utah,Census Tract 1135.09-Salt Lake County-Utah,Census Tract 1130.13-Salt Lake County-Utah,Census Tract 1133.07-Salt Lake County-Utah,Census Tract 1134.07-Salt Lake County-Utah,Census Tract 1135.33-Salt Lake County-Utah,Census Tract 1005-Salt Lake County-Utah,Census Tract 1130.16-Salt Lake County-Utah,Census Tract 1001-Salt Lake County-Utah,Census Tract 1016-Salt Lake County-Utah,Census Tract 1036-Salt Lake County-Utah,Census Tract 1039-Salt Lake County-Utah,Census Tract 1044-Salt Lake County-Utah,Census Tract 1129.20-Salt Lake County-Utah,Census Tract 1129.21-Salt Lake County-Utah,Census Tract 1130.19-Salt Lake County-Utah,Census Tract 1130.20-Salt Lake County-Utah,Census Tract 1131.05-Salt Lake County-Utah,Census Tract 1131.07-Salt Lake County-Utah,Census Tract 1131.08-Salt Lake County-Utah,Census Tract 1133.09-Salt Lake County-Utah,Census Tract 1133.10-Salt Lake County-Utah,Census Tract 1135.34-Salt Lake County-Utah,Census Tract 1135.35-Salt Lake County-Utah,Census Tract 1135.36-Salt Lake County-Utah,Census Tract 1135.37-Salt Lake County-Utah,Census Tract 1135.38-Salt Lake County-Utah,Census Tract 1135.39-Salt Lake County-Utah,Census Tract 1137.01-Salt Lake County-Utah,Census Tract 1137.02-Salt Lake County-Utah,Census Tract 1139.06-Salt Lake County-Utah,Census Tract 1139.07-Salt Lake County-Utah,Census Tract 1028.02-Salt Lake County-Utah,Census Tract 1048-Salt Lake County-Utah,Census Tract 1133.08-Salt Lake County-Utah,Census Tract 1003.06-Salt Lake County-Utah,Census Tract 1130.08-Salt Lake County-Utah,Census Tract 1111.01-Salt Lake County-Utah,Census Tract 1126.08-Salt Lake County-Utah,Census Tract 1128.13-Salt Lake County-Utah,Census Tract 1113.05-Salt Lake County-Utah,Census Tract 1104.02-Salt Lake County-Utah,Census Tract 1011.01-Salt Lake County-Utah,Census Tract 1011.02-Salt Lake County-Utah,Census Tract 1027.02-Salt Lake County-Utah,Census Tract 1117.02-Salt Lake County-Utah,Census Tract 1118.01-Salt Lake County-Utah,Census Tract 1118.02-Salt Lake County-Utah,Census Tract 1027.01-Salt Lake County-Utah,Census Tract 1104.01-Salt Lake County-Utah,Census Tract 1117.01-Salt Lake County-Utah,Census Tract 1138.02-Salt Lake County-Utah,Census Tract 1007-Salt Lake County-Utah,Census Tract 1019-Salt Lake County-Utah,Census Tract 1023-Salt Lake County-Utah,Census Tract 1026-Salt Lake County-Utah,Census Tract 1037-Salt Lake County-Utah,Census Tract 1041-Salt Lake County-Utah,Census Tract 1101.02-Salt Lake County-Utah,Census Tract 1101.04-Salt Lake County-Utah,Census Tract 1111.02-Salt Lake County-Utah,Census Tract 1112.01-Salt Lake County-Utah,Census Tract 1116-Salt Lake County-Utah,Census Tract 1123.02-Salt Lake County-Utah,Census Tract 1125.02-Salt Lake County-Utah,Census Tract 1126.11-Salt Lake County-Utah,Census Tract 1308-Tooele County-Utah,Census Tract 1311-Tooele County-Utah,Census Tract 1312-Tooele County-Utah,Census Tract 1306-Tooele County-Utah,Census Tract 1309-Tooele County-Utah,Census Tract 1307.01-Tooele County-Utah,Census Tract 1307.02-Tooele County-Utah,Census Tract 1307.03-Tooele County-Utah,Census Tract 1310.01-Tooele County-Utah,Census Tract 1310.02-Tooele County-Utah
5139,7099,4127,3851,10461,6965,6416,6278,4220,4762,4384,5287,4034,5000,3634,7921,1955,4420,7712,6146,5757,3892,3534,5221,3401,4547,4839,3535,6059,10820,4289,5136,4514,9391,14319,14733,15177,13311,7145,9145,6656,8368,9760,5714,7543,2942,6635,4083,9642,4204,4969,3447,5217,6539,24967,7749,8898,4288,8803,23279,14000,6121,5250,2795,4663,3546,6532,7287,5821,4380,9405,9814,5981,4533,4724,6911,7045,7402,6168,7312,5503,4546,7599,15427,2405,3266,5500,7720,6501,5566,8426,15028,8968,10008,10737,5629,8447,5899,5974,6057,2168,5266,2457,6862,5827,7161,8365,8519,8857,5880,2703,4416,2150,5557,4253,7202,7153,5428,7717,6985,5589,4175,5666,5732,8185,5867,7761,5474,9386,4210,3830,3769,1773,7577,9102,4199,6256,7200,6959,6330,4614,3742,10455,8456,8942,5852,6787,4953,8502,5922,6427,9484,1853,5508,6068,8615,4002,4802,4148,15578,32183,6838,38929,4159,4501,1976,7096,9305,3597,2850,2161,3612,3313,1382,3699,6871,4130,8733,4329,5608,9390,8142,7876,7649,6492,7003,2765,6169,2748,5811,6855,2893,5271,4627,6348,2300,4719,3846,2903,4538,5897,5827,8517,12178,8746,3508,9163,4288,8566,9183,5660,7075,2182,1480,4304,4241,20813,9417,2438,7860
12874,13714,9821,8628,16851,11772,10426,10713,10114,9356,10474,13357,11186,14134,7902,17977,6172,8723,14605,13883,10764,10421,9636,9398,7724,8858,10126,7965,11570,19396,8761,9476,8567,16313,24865,24303,25147,20990,13343,15606,10693,13600,15909,11759,15784,7304,17038,9757,17959,8726,9483,6615,8975,12597,48066,18019,16709,9647,13181,43132,27153,13050,12902,7298,11425,9927,13784,13255,10068,7555,15186,16534,11064,8005,9811,13724,13228,12629,14323,11680,12594,9680,13437,29946,5806,6707,9300,12402,14478,10074,13365,22394,14840,17281,20763,11404,14573,12477,13202,11882,6213,11528,6736,18054,9796,11954,14197,15201,14080,11888,4600,8556,4643,11601,8619,11613,11298,9224,12616,15113,11595,7293,12174,12287,15210,11361,16273,13877,15719,11549,7322,7714,4746,14084,15881,10905,11218,13398,13101,13860,10868,9362,17285,16562,17332,14091,12911,12974,20197,11154,13845,17439,4254,9655,9594,13540,6422,10050,8875,26888,56938,13938,75250,9403,10306,5841,16308,19020,8917,7012,6635,9680,7915,4755,8688,16582,10771,14481,10966,12014,16965,15260,14121,13690,11037,11490,5266,10329,7664,10922,13056,6268,11990,8932,13600,7614,8718,7518,6914,9983,9261,9623,13545,18579,15732,7245,17376,8760,15243,17545,12294,17179,6578,4082,10311,9386,40974,20060,6607,18580
6501,5713,4861,4063,5592,4203,3480,3834,4904,3945,5043,6820,5894,7474,3708,8504,3126,3727,6148,6533,4411,5368,5018,3713,3279,3675,4527,3379,4816,7673,3876,3446,3177,5893,9256,8245,8706,6617,5322,5596,3494,4479,5281,5258,7026,3440,8574,4869,7345,3924,3848,2425,2991,5273,20297,8601,6867,4538,3723,17049,11186,6048,6552,3411,5656,5328,6409,5247,3801,2446,5181,6048,4464,2631,4383,5930,5462,4517,6850,3744,6011,4501,5136,12434,2611,2593,3010,4131,6781,4026,4393,6543,5052,6478,9061,4927,5346,5703,6413,4973,3045,5283,3200,9116,3541,4333,5236,5847,4439,5246,1388,3174,1791,5297,3430,3847,3532,2984,4191,6977,5142,2432,5641,5520,6109,4770,7238,6815,5560,5941,2683,3060,2113,5763,5849,5652,4412,5564,5276,6495,5295,4433,6080,7202,7485,7096,5186,6683,9893,4577,6527,6772,1807,3667,2792,4257,1835,4546,4131,9725,21459,5972,31161,4301,4996,2792,7777,8267,4465,3611,3255,4989,3900,2479,4117,7985,5517,5245,5394,5470,6555,6325,5537,5243,3937,3882,1888,3697,3897,4505,5483,2560,5642,3382,6180,4274,3138,2702,2975,4658,2628,2983,4316,5524,6163,2883,7327,3882,5947,7306,5575,8450,3359,1871,5009,4394,17429,9215,3055,9040
